OBJECTID,ID,INDEX_PARC,NOM,ARROND,TYPE
2033,003-0198,1028-000,Aire de jeu 18 mois à 5 ans,Ville-Marie,Aire de jeu - enfant
2034,018-0052,0296-000,Basketball,Villeray-Saint-Michel-Parc-Extension,Récréatif
2035,071-0005,9543-000,Sentier pédestre,Saint-Laurent,Plein air
2036,018-0139,2854-000,Basketball,Saint-Léonard,Récréatif
2037,004-0020,2814-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
2038,049-0017,2898-000,Pastille - Basketball,Verdun,Récréatif
2039,095-0045,2687-000,Pétanque,Pierrefonds-Roxboro,Loisirs et détente
2040,053-0065,2459-000,Patinoire sans bandes,LaSalle,Récréatif
2041,016-0055,0126-000,Balle,Rosemont-La Petite-Patrie,Sportif
2042,074-0007-76-S2,0424-000,Soccer sous-terrain à 7,Ahuntsic-Cartierville,Sportif
2043,053-0025,0219-000,Patinoire sans bandes,Rosemont-La Petite-Patrie,Récréatif
2044,081-0080,1083-000,Tennis,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
2045,003-0271,0160-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
2046,081-0034,0252-000,Tennis,Ville-Marie,Sportif
2047,003-0099,2391-000,Aire de jeu 18 mois à 5 ans,Lachine,Aire de jeu - enfant
2048,042-0033,0206-000,Jeux d'eau,Rosemont-La Petite-Patrie,Récréatif
2049,064-0005,2690-000,Rampe de mise à l'eau / descente de bateaux,Pierrefonds-Roxboro,Plein air
2050,032-0004,0414-000,Fer / Galet,Ahuntsic-Cartierville,Loisirs et détente
2051,016-0126,0678-000,Balle,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
2052,004-0355,0713-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2053,018-0124, ,Basketball,Montréal-Nord,Récréatif
2054,052-0047,0126-000,Patinoire avec bandes,Rosemont-La Petite-Patrie,Récréatif
2055,003-0038,0237-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
2056,004-0066,0024-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
2057,003-0406,0708-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2058,071-0030,7000-000,Sentier pédestre,Rosemont-La Petite-Patrie,Plein air
2059,008-0004,2403-000,Aire de pêche autorisée,Lachine,Plein air
2060,004-0275,2920-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
2061,055-0055,0970-000,Piscine extérieure,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
2062,089-0002, ,Volleyball de plage,Saint-Laurent,Récréatif
2063,052-0007,2816-000,Patinoire avec bandes,Saint-Laurent,Récréatif
2064,081-0099,2856-000,Tennis,Saint-Léonard,Sportif
2065,036-0008, ,Golf,Anjou,Sportif
2066,076-0018-75-S1,0012-000,Soccer sous-terrain à 4-5,Ahuntsic-Cartierville,Sportif
2067,058-0001,2812-000,Piste d'athlétisme (400m) et équipements,Saint-Laurent,Sportif
2068,055-0002,2818-000,Piscine extérieure,Saint-Laurent,Récréatif
2069,004-0031,2826-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
2070,004-0430,1266-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
2071,070-0002,0029-000,Sentier de ski de fond,Ahuntsic-Cartierville,Plein air
2072,049-0001,2814-000,Pastille - Basketball,Saint-Laurent,Récréatif
2073,053-0042,2609-000,Patinoire sans bandes,Outremont,Récréatif
2074,021-0057,2855-000,Bocce,Saint-Léonard,Loisirs et détente
2075,004-0335,0961-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2076,045-0005,2856-000,Multisport,Saint-Léonard,Sportif
2077,076-0133,0101-000,Soccer à 7,Mercier-Hochelaga-Maisonneuve,Sportif
2078,050-0026,0291-000,Pataugeoire,Rosemont-La Petite-Patrie,Récréatif
2079,053-0087,0115-000,Patinoire sans bandes,Mercier-Hochelaga-Maisonneuve,Récréatif
2080,004-0156,2623-000,Aire de jeu  5 à 12 ans,Outremont,Aire de jeu - enfant
2081,008-0005,2399-000,Aire de pêche autorisée,Lachine,Plein air
2082,075-0039,,Soccer à 4-5,Pierrefonds-Roxboro,Sportif
2083,003-0091,0006-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
2084,004-0087,2391-000,Aire de jeu  5 à 12 ans,Lachine,Aire de jeu - enfant
2085,076-0076,2895-000,Soccer à 7,Verdun,Sportif
2086,016-0041,2398-000,Balle,Lachine,Sportif
2087,004-0181,2656-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2088,050-0073,2559-000,Pataugeoire,Montréal-Nord,Récréatif
2089,089-0006,0224-000,Volleyball de plage,Le Plateau-Mont-Royal,Récréatif
2090,005-0032, ,Aire de jeu combiné,Anjou,Aire de jeu - enfant
2091,004-0172,0043-000,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
2092,081-0018,2392-000,Tennis,Lachine,Sportif
2093,021-0059,2861-000,Bocce,Saint-Léonard,Loisirs et détente
2094,050-0096,2856-000,Pataugeoire,Saint-Léonard,Récréatif
2095,075-0041,2700-004,Soccer à 4-5,Pierrefonds-Roxboro,Sportif
2096,052-0104,0699-000,Patinoire avec bandes,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
2097,073-0059, ,Soccer à 11,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
2098,069-0008,0341-000,Sentier de raquette,Le Sud-Ouest,Plein air
2099,095-0002,2802-000,Pétanque,Saint-Laurent,Loisirs et détente
2100,013-0005,2826-000,Aire d'exercice canin,Saint-Laurent,Loisirs et détente
2101,004-0111,1173-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
2102,018-0051,0937-000,Basketball,Villeray-Saint-Michel-Parc-Extension,Récréatif
2103,005-0011,0857-000,Aire de jeu combiné,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
2104,012-0053,2850-000,Aire d'entraînement pour adultes,Saint-Léonard,Loisirs et détente
2105,016-0140,0105-000,Balle,Mercier-Hochelaga-Maisonneuve,Sportif
2106,050-0065,0698-000,Pataugeoire,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
2107,004-0108,0206-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
2108,052-0008,2817-000,Patinoire avec bandes,Saint-Laurent,Récréatif
2109,003-0500,2854-000,Aire de jeu 18 mois à 5 ans,Saint-Léonard,Aire de jeu - enfant
2110,052-0049,0941-000,Patinoire avec bandes,Villeray-Saint-Michel-Parc-Extension,Récréatif
2111,065-0006,0401-000,Patinoire 4 saisons,Villeray-Saint-Michel-Parc-Extension,Récréatif
2112,073-0004,2812-000,Soccer à 11,Saint-Laurent,Sportif
2113,004-0382, ,Aire de jeu  5 à 12 ans,Montréal-Nord,Aire de jeu - enfant
2114,050-0041,0939-000,Pataugeoire,Villeray-Saint-Michel-Parc-Extension,Récréatif
2115,016-0002,2797-000,Balle,Saint-Laurent,Sportif
2116,004-0433,2005-000,Aire de jeu  5 à 12 ans,Anjou,Aire de jeu - enfant
2117,073-0066-76-S2,2476-000,Soccer sous-terrain à 7,LaSalle,Sportif
2118,004-0047,0332-000,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
2119,095-0086,0115-000,Pétanque,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
2120,009-0027,0510-000,Aire de pique-nique,Côte-des-Neiges-Notre-Dame-de-Grâce,Plein air
2121,072-0032,2850-000,Anneau / Rond de glace,Saint-Léonard,Loisirs et détente
2122,056-0009,9543-000,Piste cyclable,Pierrefonds-Roxboro,Plein air
2123,070-0018,0225-000,Sentier de ski de fond,Ville-Marie,Plein air
2124,016-0111,0167-000,Balle,Le Sud-Ouest,Sportif
2125,050-0054,2893-000,Pataugeoire,Verdun,Récréatif
2126,055-0019,8520-000,Piscine extérieure,Lachine,Récréatif
2127,004-0037,0048-000,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
2128,016-0023,0411-000,Balle,Ahuntsic-Cartierville,Sportif
2129,055-0074,2855-000,Piscine extérieure,Saint-Léonard,Récréatif
2130,081-0056,2898-000,Tennis,Verdun,Sportif
2131,055-0027,0391-000,Piscine extérieure,Ville-Marie,Récréatif
2132,020-0022,0991-000,Belvédère,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
2133,004-0088,2430-004,Aire de jeu  5 à 12 ans,Lachine,Aire de jeu - enfant
2134,009-0004,2807-000,Aire de pique-nique,Saint-Laurent,Plein air
2135,004-0378,2550-000,Aire de jeu  5 à 12 ans,Montréal-Nord,Aire de jeu - enfant
2136,003-0458,0114-001,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
2137,003-0294,2893-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
2138,004-0183,2657-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2139,004-0395, ,Aire de jeu  5 à 12 ans,Montréal-Nord,Aire de jeu - enfant
2140,016-0030,0414-000,Balle,Ahuntsic-Cartierville,Sportif
2141,073-0064,2895-000,Soccer à 11,Verdun,Sportif
2142,073-0095-76-S2,0482-000,Soccer sous-terrain à 7,Mercier-Hochelaga-Maisonneuve,Sportif
2143,003-0122,0206-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
2144,004-0083,0011-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
2145,018-0131, ,Basketball,Mercier-Hochelaga-Maisonneuve,Récréatif
2146,001-0019,2562-000,Arbri soleil,Montréal-Nord,Plein air
2147,004-0386,2556-000,Aire de jeu  5 à 12 ans,Montréal-Nord,Aire de jeu - enfant
2148,076-0017,0014-000,Soccer à 7,Ahuntsic-Cartierville,Sportif
2149,003-0419,0965-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2150,016-0015,0236-000,Balle,Le Plateau-Mont-Royal,Sportif
2151,052-0003,2808-000,Patinoire avec bandes,Saint-Laurent,Récréatif
2152,004-0054,0064-000,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
2153,056-0017,0085-000,Piste cyclable,Rosemont-La Petite-Patrie,Plein air
2154,076-0025,0209-000,Soccer à 7,Rosemont-La Petite-Patrie,Sportif
2155,003-0391,0694-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2156,095-0016,0411-000,Pétanque,Ahuntsic-Cartierville,Loisirs et détente
2157,042-0080,2914-000,Jeux d'eau,Verdun,Récréatif
2158,073-0048,2693-000,Soccer à 11,Pierrefonds-Roxboro,Sportif
2159,004-0173,0909-000,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
2160,076-0103,0699-000,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
2161,003-0379,1000-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2162,073-0062,2891-000,Soccer à 11,Verdun,Sportif
2163,042-0041,0295-000,Jeux d'eau,Villeray-Saint-Michel-Parc-Extension,Récréatif
2164,004-0368,0680-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2165,021-0043,2555-000,Bocce,Montréal-Nord,Loisirs et détente
2166,050-0083,0110-000,Pataugeoire,Mercier-Hochelaga-Maisonneuve,Récréatif
2167,095-0022,2398-000,Pétanque,Lachine,Loisirs et détente
2168,021-0047,0110-000,Bocce,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
2169,003-0372,0256-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
2170,003-0425,0973-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2171,013-0018,2613-000,Aire d'exercice canin,Outremont,Loisirs et détente
2172,004-0326,0311-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
2173,009-0032,2414-000,Aire de pique-nique,Lachine,Plein air
2174,073-0021,2392-000,Soccer à 11,Lachine,Sportif
2175,003-0186,0908-000,Aire de jeu 18 mois à 5 ans,Ville-Marie,Aire de jeu - enfant
2176,074-0016,1860-024,Soccer / Football,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
2177,004-0369,0698-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2178,013-0039,2552-000,Aire d'exercice canin,Montréal-Nord,Loisirs et détente
2179,052-0042,0210-000,Patinoire avec bandes,Rosemont-La Petite-Patrie,Récréatif
2180,009-0035,0161-000,Aire de pique-nique,Côte-des-Neiges-Notre-Dame-de-Grâce,Plein air
2181,072-0012,2817-000,Anneau / Rond de glace,Saint-Laurent,Loisirs et détente
2182,089-0057,1266-000,Volleyball de plage,Mercier-Hochelaga-Maisonneuve,Récréatif
2183,053-0080,0492-000,Patinoire sans bandes,Mercier-Hochelaga-Maisonneuve,Récréatif
2184,003-0070,0931-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
2185,003-0161,0199-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
2186,004-0362,0971-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2187,072-0023,2468-000,Anneau / Rond de glace,LaSalle,Loisirs et détente
2188,072-0016,0085-000,Anneau / Rond de glace,Rosemont-La Petite-Patrie,Loisirs et détente
2189,012-0007,0649-000,Aire d'entraînement pour adultes,Le Plateau-Mont-Royal,Loisirs et détente
2190,063-0005,2399-000,Quai,Lachine,Plein air
2191,004-0281,2443-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
2192,012-0050,0345-000,Aire d'entraînement pour adultes,Le Sud-Ouest,Loisirs et détente
2193,050-0097,2858-000,Pataugeoire,Saint-Léonard,Récréatif
2194,081-0069,2466-000,Tennis,LaSalle,Sportif
2195,056-0016,1266-000,Piste cyclable,Mercier-Hochelaga-Maisonneuve,Plein air
2196,052-0090,2904-000,Patinoire avec bandes,Verdun,Récréatif
2197,004-0187,2721-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2198,004-0184,2659-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2199,016-0031,0413-000,Balle,Ahuntsic-Cartierville,Sportif
2200,012-0046,2701-000,Aire d'entraînement pour adultes,Pierrefonds-Roxboro,Loisirs et détente
2201,076-0120,0973-000,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
2202,018-0080,0146-000,Basketball,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
2203,003-0266,2359-000,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
2204,003-0286,0147-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
2205,010-0018,2448-000,Aire de planche à roulette,LaSalle,Récréatif
2206,003-0102,2392-000,Aire de jeu 18 mois à 5 ans,Lachine,Aire de jeu - enfant
2207,003-0324,2441-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
2208,054-0012,0348-000,Ping-pong,Le Sud-Ouest,Loisirs et détente
2209,018-0058,0251-000,Basketball,Ville-Marie,Récréatif
2210,095-0065,0965-000,Pétanque,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
2211,073-0053,0160-000,Soccer à 11,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
2212,021-0020,0199-000,Bocce,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
2213,003-0035,2824-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
2214,081-0081,1860-014,Tennis,Montréal-Nord,Sportif
2215,095-0095,2907-000,Pétanque,Verdun,Loisirs et détente
2216,020-0003,1286-000,Belvédère,Ville-Marie,Loisirs et détente
2217,053-0057,0179-000,Patinoire sans bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
2218,003-0405,0713-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2219,004-0208,2687-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
2220,073-0026,0207-000,Soccer à 11,Rosemont-La Petite-Patrie,Sportif
2221,042-0003,2799-000,Jeux d'eau,Saint-Laurent,Récréatif
2222,089-0033,0401-000,Volleyball de plage,Villeray-Saint-Michel-Parc-Extension,Récréatif
2223,089-0001,2790-000,Volleyball de plage,Saint-Laurent,Récréatif
2224,055-0018,2394-000,Piscine extérieure,Lachine,Récréatif
2225,003-0008,2799-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
2226,010-0031,0950-430,Aire de planche à roulette,Villeray-Saint-Michel-Parc-Extension,Récréatif
2227,018-0028,2397-000,Basketball,Lachine,Récréatif
2228,013-0032,0069-000,Aire d'exercice canin,Le Sud-Ouest,Loisirs et détente
2229,002-0029,0482-000,Aire de glissade,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
2230,002-0005,2818-000,Aire de glissade,Saint-Laurent,Loisirs et détente
2231,042-0138,2853-000,Jeux d'eau,Saint-Léonard,Récréatif
2232,003-0389,0715-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2233,020-0007,2723-000,Belvédère,Pierrefonds-Roxboro,Loisirs et détente
2234,034-0014,1860-010,Football,Ahuntsic-Cartierville,Sportif
2235,067-0010,0391-000,Scène,Ville-Marie,Loisirs et détente
2236,018-0091,2475-003,Basketball,LaSalle,Récréatif
2237,063-0004, ,Quai,Lachine,Plein air
2238,042-0125,0086-000,Jeux d'eau,Mercier-Hochelaga-Maisonneuve,Récréatif
2239,003-0173,2615-000,Aire de jeu 18 mois à 5 ans,Outremont,Aire de jeu - enfant
2240,053-0056,0139-000,Patinoire sans bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
2241,067-0006,0197-000,Scène,Rosemont-La Petite-Patrie,Loisirs et détente
2242,003-0169,1147-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
2243,042-0012,2817-000,Jeux d'eau,Saint-Laurent,Récréatif
2244,003-0446,0102-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
2245,004-0245,0147-000,Aire de jeu  5 à 12 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
2246,003-0176,2606-000,Aire de jeu 18 mois à 5 ans,Outremont,Aire de jeu - enfant
2247,042-0147,0126-000,Jeux d'eau,Rosemont-La Petite-Patrie,Récréatif
2248,016-0144,0110-000,Balle,Mercier-Hochelaga-Maisonneuve,Sportif
2249,052-0107,0708-000,Patinoire avec bandes,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
2250,004-0091,2392-000,Aire de jeu  5 à 12 ans,Lachine,Aire de jeu - enfant
2251,032-0001,0035-000,Fer / Galet,Ahuntsic-Cartierville,Loisirs et détente
2252,089-0004,2807-000,Volleyball de plage,Saint-Laurent,Récréatif
2253,003-0431,2551-000,Aire de jeu 18 mois à 5 ans,Montréal-Nord,Aire de jeu - enfant
2254,042-0013,2818-000,Jeux d'eau,Saint-Laurent,Récréatif
2255,004-0129,0302-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
2256,052-0026,0023-000,Patinoire avec bandes,Ahuntsic-Cartierville,Récréatif
2257,004-0130,0950-001,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
2258,055-0066, ,Piscine extérieure,Mercier-Hochelaga-Maisonneuve,Récréatif
2259,018-0121,2562-000,Basketball,Montréal-Nord,Récréatif
2260,003-0423,0678-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2261,005-0021, ,Aire de jeu combiné,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
2262,004-0352,0700-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2263,075-0069, ,Soccer à 4-5,Mercier-Hochelaga-Maisonneuve,Sportif
2264,071-0010,0411-000,Sentier pédestre,Ahuntsic-Cartierville,Plein air
2265,025-0003,2852-000,Ciné-parc,Saint-Léonard,Loisirs et détente
2266,076-0029,0219-000,Soccer à 7,Rosemont-La Petite-Patrie,Sportif
2267,021-0005,0023-000,Bocce,Ahuntsic-Cartierville,Loisirs et détente
2268,003-0323,2440-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
2269,018-0066,2659-000,Basketball,Pierrefonds-Roxboro,Récréatif
2270,074-0023,0351-000,Soccer / Football,Le Sud-Ouest,Sportif
2271,036-0007,9562-060,Golf,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
2272,055-0046,2459-000,Piscine extérieure,LaSalle,Récréatif
2273,016-0036,2391-000,Balle,Lachine,Sportif
2274,053-0062,2904-000,Patinoire sans bandes,Verdun,Récréatif
2275,018-0006, ,Basketball,Saint-Laurent,Récréatif
2276,002-0018,2601-000,Aire de glissade,Outremont,Loisirs et détente
2277,016-0162,0965-000,Balle,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
2278,076-0064,0139-001,Soccer à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
2279,016-0159,2856-000,Balle,Saint-Léonard,Sportif
2280,095-0085,0106-000,Pétanque,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
2281,054-0002,1277-000,Ping-pong,Le Plateau-Mont-Royal,Loisirs et détente
2282,004-0039,0049-000,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
2283,076-0038,0946-000,Soccer à 7,Villeray-Saint-Michel-Parc-Extension,Sportif
2284,032-0007,0212-000,Fer / Galet,Rosemont-La Petite-Patrie,Loisirs et détente
2285,042-0010,2813-000,Jeux d'eau,Saint-Laurent,Récréatif
2286,018-0082, ,Basketball,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
2287,044-0001,0351-000,Mini-tennis,Le Sud-Ouest,Sportif
2288,042-0055,2715-000,Jeux d'eau,Pierrefonds-Roxboro,Récréatif
2289,020-0002,1257-000,Belvédère,Ville-Marie,Loisirs et détente
2290,053-0006,0046-000,Patinoire sans bandes,Le Plateau-Mont-Royal,Récréatif
2291,058-0021,2010-000,Piste d'athlétisme (400m) et équipements,Anjou,Sportif
2292,075-0026,0043-000,Soccer à 4-5,Ville-Marie,Sportif
2293,004-0169,0557-000,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
2294,072-0017,0937-000,Anneau / Rond de glace,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
2295,050-0076,2562-000,Pataugeoire,Montréal-Nord,Récréatif
2296,053-0076,0679-000,Patinoire sans bandes,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
2297,052-0088,2913-000,Patinoire avec bandes,Verdun,Récréatif
2298,074-0013,2651-000,Soccer / Football,Pierrefonds-Roxboro,Sportif
2299,076-0037,0406-000,Soccer à 7,Villeray-Saint-Michel-Parc-Extension,Sportif
2300,009-0057,0088-000,Aire de pique-nique,Mercier-Hochelaga-Maisonneuve,Plein air
2301,016-0028,0010-000,Balle,Ahuntsic-Cartierville,Sportif
2302,003-0317,2912-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
2303,016-0011,0224-000,Balle,Le Plateau-Mont-Royal,Sportif
2304,065-0008,2675-000,Patinoire 4 saisons,Pierrefonds-Roxboro,Récréatif
2305,076-0011, ,Soccer à 7,Le Plateau-Mont-Royal,Sportif
2306,004-0213,2696-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2307,003-0171,2619-000,Aire de jeu 18 mois à 5 ans,Outremont,Aire de jeu - enfant
2308,089-0026,2392-000,Volleyball de plage,Lachine,Récréatif
2309,050-0062,0970-000,Pataugeoire,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
