OBJECTID,ID,INDEX_PARC,NOM,ARROND,TYPE
1734,016-0138,0188-000,Balle,Mercier-Hochelaga-Maisonneuve,Sportif
1735,012-0024,0694-000,Aire d'entraînement pour adultes,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
1736,016-0074,2651-000,Balle,Pierrefonds-Roxboro,Sportif
1737,052-0031,0011-000,Patinoire avec bandes,Ahuntsic-Cartierville,Récréatif
1738,042-0020,0047-000,Jeux d'eau,Le Plateau-Mont-Royal,Récréatif
1739,074-0030,2850-000,Soccer / Football,Saint-Léonard,Sportif
1740,089-0021,1860-012,Volleyball de plage,Ahuntsic-Cartierville,Récréatif
1741,054-0006,0011-000,Ping-pong,Ahuntsic-Cartierville,Loisirs et détente
1742,004-0266,2904-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
1743,003-0258,2352-000,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
1744,055-0010,0046-000,Piscine extérieure,Le Plateau-Mont-Royal,Récréatif
1745,003-0076,1063-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1746,003-0450,0058-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
1747,005-0022, ,Aire de jeu combiné,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
1748,001-0015,0678-000,Arbri soleil,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
1749,042-0079,2937-000,Jeux d'eau,Verdun,Récréatif
1750,004-0278,2441-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
1751,075-0048,2348-000,Soccer à 4-5,L'Île-Bizard-Sainte-Geneviève,Sportif
1752,081-0092,2010-000,Tennis,Anjou,Sportif
1753,095-0087,0056-000,Pétanque,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1754,003-0236,2700-007,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1755,031-0006,0061-000,Étang / lac,Le Plateau-Mont-Royal,Plein air
1756,037-0002, ,Grève / Plage,Ville-Marie,Plein air
1757,021-0011,0303-000,Bocce,Rosemont-La Petite-Patrie,Loisirs et détente
1758,042-0068,0151-000,Jeux d'eau,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
1759,002-0027,0679-000,Aire de glissade,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
1760,081-0098,2855-000,Tennis,Saint-Léonard,Sportif
1761,003-0021,2814-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
1762,004-0389,2565-000,Aire de jeu  5 à 12 ans,Montréal-Nord,Aire de jeu - enfant
1763,031-0004,2791-000,Étang / lac,Saint-Laurent,Plein air
1764,018-0065,2651-000,Basketball,Pierrefonds-Roxboro,Récréatif
1765,004-0356,0708-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1766,016-0093,0151-000,Balle,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1767,031-0017,1806-119,Étang / lac,Ville-Marie,Plein air
1768,004-0351,0904-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1769,004-0293,2457-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
1770,016-0020,0412-000,Balle,Ahuntsic-Cartierville,Sportif
1771,016-0143,0110-000,Balle,Mercier-Hochelaga-Maisonneuve,Sportif
1772,076-0128, ,Soccer à 7,Mercier-Hochelaga-Maisonneuve,Sportif
1773,057-0003,0495-000,Piste d'athlétisme (200m) et équipements,Mercier-Hochelaga-Maisonneuve,Sportif
1774,032-0014,0097-000,Fer / Galet,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1775,052-0118,0098-000,Patinoire avec bandes,Mercier-Hochelaga-Maisonneuve,Récréatif
1776,018-0114,0697-000,Basketball,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1777,004-0227,2351-000,Aire de jeu  5 à 12 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
1778,052-0014,0061-000,Patinoire avec bandes,Le Plateau-Mont-Royal,Récréatif
1779,072-0009,2799-000,Anneau / Rond de glace,Saint-Laurent,Loisirs et détente
1780,076-0134,0101-000,Soccer à 7,Mercier-Hochelaga-Maisonneuve,Sportif
1781,042-0024,0023-000,Jeux d'eau,Ahuntsic-Cartierville,Récréatif
1782,055-0024,0938-000,Piscine extérieure,Villeray-Saint-Michel-Parc-Extension,Récréatif
1783,003-0042,0331-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
1784,071-0011,0451-000,Sentier pédestre,Ahuntsic-Cartierville,Plein air
1785,071-0006,3814-000,Sentier pédestre,Saint-Laurent,Plein air
1786,053-0035,0199-000,Patinoire sans bandes,Villeray-Saint-Michel-Parc-Extension,Récréatif
1787,075-0011,2430-003,Soccer à 4-5,Lachine,Sportif
1788,003-0264,2358-000,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
1789,089-0010,0224-000,Volleyball de plage,Le Plateau-Mont-Royal,Récréatif
1790,004-0186,2672-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1791,076-0019,2430-003,Soccer à 7,Lachine,Sportif
1792,016-0027,0425-000,Balle,Ahuntsic-Cartierville,Sportif
1793,004-0198,2669-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1794,095-0025,0241-000,Pétanque,Rosemont-La Petite-Patrie,Loisirs et détente
1795,081-0030,2604-000,Tennis,Outremont,Sportif
1796,004-0019,2813-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
1797,003-0020,2813-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
1798,010-0014,0908-000,Aire de planche à roulette,Ville-Marie,Récréatif
1799,042-0043,0298-000,Jeux d'eau,Villeray-Saint-Michel-Parc-Extension,Récréatif
1800,003-0483,2002-000,Aire de jeu 18 mois à 5 ans,Anjou,Aire de jeu - enfant
1801,003-0388,0829-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1802,024-0003,1215-000,Canöe / Kayak,LaSalle,Plein air
1803,016-0103,2460-000,Balle,LaSalle,Sportif
1804,004-0185,2720-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1805,089-0036,2348-000,Volleyball de plage,L'Île-Bizard-Sainte-Geneviève,Récréatif
1806,056-0007,0225-000,Piste cyclable,Ville-Marie,Plein air
1807,052-0002,2802-000,Patinoire avec bandes,Saint-Laurent,Récréatif
1808,049-0010,0207-000,Pastille - Basketball,Rosemont-La Petite-Patrie,Récréatif
1809,009-0053,1267-000,Aire de pique-nique,Mercier-Hochelaga-Maisonneuve,Plein air
1810,010-0020,2468-000,Aire de planche à roulette,LaSalle,Récréatif
1811,021-0028,0156-000,Bocce,Côte-des-Neiges-Notre-Dame-de-Grâce,Loisirs et détente
1812,003-0328,2444-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
1813,003-0040,0046-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
1814,004-0388,2558-000,Aire de jeu  5 à 12 ans,Montréal-Nord,Aire de jeu - enfant
1815,095-0017,0010-000,Pétanque,Ahuntsic-Cartierville,Loisirs et détente
1816,009-0025,9502-000,Aire de pique-nique,L'Île-Bizard-Sainte-Geneviève,Plein air
1817,052-0030,0413-000,Patinoire avec bandes,Ahuntsic-Cartierville,Récréatif
1818,003-0181,2610-000,Aire de jeu 18 mois à 5 ans,Outremont,Aire de jeu - enfant
1819,053-0059,2895-000,Patinoire sans bandes,Verdun,Récréatif
1820,076-0140,2001-000,Soccer à 7,Anjou,Sportif
1821,018-0130, ,Basketball,Mercier-Hochelaga-Maisonneuve,Récréatif
1822,003-0376,0259-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
1823,095-0073,2552-000,Pétanque,Montréal-Nord,Loisirs et détente
1824,055-0073,2854-000,Piscine extérieure,Saint-Léonard,Récréatif
1825,073-0075,4107-003,Soccer à 11,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1826,053-0073,0998-000,Patinoire sans bandes,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1827,075-0034,2668-000,Soccer à 4-5,Pierrefonds-Roxboro,Sportif
1828,095-0096,0407-000,Pétanque,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
1829,016-0064,0401-000,Balle,Villeray-Saint-Michel-Parc-Extension,Sportif
1830,081-0013,0424-000,Tennis,Ahuntsic-Cartierville,Sportif
1831,073-0052,0146-000,Soccer à 11,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1832,002-0026,9562-000,Aire de glissade,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
1833,050-0055,2898-000,Pataugeoire,Verdun,Récréatif
1834,016-0141,0495-000,Balle,Mercier-Hochelaga-Maisonneuve,Sportif
1835,012-0017,0138-000,Aire d'entraînement pour adultes,Côte-des-Neiges-Notre-Dame-de-Grâce,Loisirs et détente
1836,004-0211,,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1837,067-0005,1173-000,Scène,Rosemont-La Petite-Patrie,Loisirs et détente
1838,073-0088, ,Soccer à 11,Mercier-Hochelaga-Maisonneuve,Sportif
1839,081-0071,0351-000,Tennis,Le Sud-Ouest,Sportif
1840,052-0024,0459-000,Patinoire avec bandes,Ahuntsic-Cartierville,Récréatif
1841,081-0049,2350-000,Tennis,L'Île-Bizard-Sainte-Geneviève,Sportif
1842,089-0056,0098-000,Volleyball de plage,Mercier-Hochelaga-Maisonneuve,Récréatif
1843,073-0054,0166-000,Soccer à 11,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1844,003-0501,2855-000,Aire de jeu 18 mois à 5 ans,Saint-Léonard,Aire de jeu - enfant
1845,003-0136,0218-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
1846,004-0420,0496-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
1847,009-0051,2563-000,Aire de pique-nique,Montréal-Nord,Plein air
1848,042-0118,2558-000,Jeux d'eau,Montréal-Nord,Récréatif
1849,009-0040,9562-000,Aire de pique-nique,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
1850,003-0210,2720-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1851,075-0045,2348-000,Soccer à 4-5,L'Île-Bizard-Sainte-Geneviève,Sportif
1852,003-0037,3805-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
1853,081-0001,2811-000,Tennis,Saint-Laurent,Sportif
1854,073-0100,0115-000,Soccer à 11,Mercier-Hochelaga-Maisonneuve,Sportif
1855,056-0015,1267-000,Piste cyclable,Mercier-Hochelaga-Maisonneuve,Plein air
1856,013-0003,2812-000,Aire d'exercice canin,Saint-Laurent,Loisirs et détente
1857,003-0041,0913-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
1858,004-0350,0703-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1859,075-0055,2895-000,Soccer à 4-5,Verdun,Sportif
1860,018-0084,0138-000,Basketball,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
1861,003-0253,2343-000,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
1862,073-0047,2700-001,Soccer à 11,Pierrefonds-Roxboro,Sportif
1863,016-0009,2814-000,Balle,Saint-Laurent,Sportif
1864,021-0046,0097-000,Bocce,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1865,089-0038,2357-000,Volleyball de plage,Pierrefonds-Roxboro,Récréatif
1866,003-0209,2659-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1867,076-0110,0708-000,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1868,004-0329,0376-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
1869,003-0090,0012-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1870,018-0046,0401-000,Basketball,Villeray-Saint-Michel-Parc-Extension,Récréatif
1871,065-0013,1860-013,Patinoire 4 saisons,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
1872,073-0013-76-S2,0025-000,Soccer sous-terrain à 7,Ahuntsic-Cartierville,Sportif
1873,073-0056-76-S2, ,Soccer sous-terrain à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1874,074-0002-76-S1, ,Soccer sous-terrain à 7,Saint-Laurent,Sportif
1875,003-0456,0086-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
1876,016-0085,2350-000,Balle,L'Île-Bizard-Sainte-Geneviève,Sportif
1877,075-0057,2475-003,Soccer à 4-5,LaSalle,Sportif
1878,089-0019,1860-012,Volleyball de plage,Ahuntsic-Cartierville,Récréatif
1879,073-0005,2812-000,Soccer à 11,Saint-Laurent,Sportif
1880,012-0036,0059-000,Aire d'entraînement pour adultes,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1881,004-0192,2663-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1882,072-0006,2813-000,Anneau / Rond de glace,Saint-Laurent,Loisirs et détente
1883,048-0009,0459-000,Palet,Ahuntsic-Cartierville,Loisirs et détente
1884,018-0033,0202-000,Basketball,Rosemont-La Petite-Patrie,Récréatif
1885,018-0136,2852-000,Basketball,Saint-Léonard,Récréatif
1886,003-0436,2568-000,Aire de jeu 18 mois à 5 ans,Montréal-Nord,Aire de jeu - enfant
1887,010-0021,0345-000,Aire de planche à roulette,Le Sud-Ouest,Récréatif
1888,003-0310,2909-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
1889,074-0002, ,Soccer / Football,Saint-Laurent,Sportif
1890,095-0032,0197-000,Pétanque,Rosemont-La Petite-Patrie,Loisirs et détente
1891,036-0004, ,Golf,L'Île-Bizard-Sainte-Geneviève,Sportif
1892,004-0371,0976-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1893,003-0297,2896-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
1894,058-0020,0101-000,Piste d'athlétisme (400m) et équipements,Mercier-Hochelaga-Maisonneuve,Sportif
1895,050-0078,2563-000,Pataugeoire,Montréal-Nord,Récréatif
1896,018-0138,2853-000,Basketball,Saint-Léonard,Récréatif
1897,081-0070,2469-000,Tennis,LaSalle,Sportif
1898,003-0340,2461-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
1899,050-0023,2398-000,Pataugeoire,Lachine,Récréatif
1900,003-0269,0523-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
1901,018-0102,0398-000,Basketball,Le Sud-Ouest,Récréatif
1902,052-0022,0426-000,Patinoire avec bandes,Ahuntsic-Cartierville,Récréatif
1903,004-0013,2834-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
1904,054-0022,0337-000,Ping-pong,Le Plateau-Mont-Royal,Loisirs et détente
1905,013-0010,0023-000,Aire d'exercice canin,Ahuntsic-Cartierville,Loisirs et détente
1906,050-0077,2560-000,Pataugeoire,Montréal-Nord,Récréatif
1907,003-0313,2937-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
1908,081-0044,2685-000,Tennis,Pierrefonds-Roxboro,Sportif
1909,003-0216,2723-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1910,037-0007,2666-000,Grève / Plage,Pierrefonds-Roxboro,Plein air
1911,004-0182,2698-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1912,003-0015,2806-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
1913,052-0086,2895-000,Patinoire avec bandes,Verdun,Récréatif
1914,003-0293,2923-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
1915,064-0011,9502-000,Rampe de mise à l'eau / descente de bateaux,L'Île-Bizard-Sainte-Geneviève,Plein air
1916,009-0058,0593-000,Aire de pique-nique,Ville-Marie,Plein air
1917,009-0055,0077-000,Aire de pique-nique,Mercier-Hochelaga-Maisonneuve,Plein air
1918,074-0025,1083-000,Soccer / Football,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1919,042-0128,0077-000,Jeux d'eau,Mercier-Hochelaga-Maisonneuve,Récréatif
1920,004-0063,0004-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1921,004-0107,0212-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
1922,052-0006,2815-000,Patinoire avec bandes,Saint-Laurent,Récréatif
1923,074-0006-76-S1, ,Soccer sous-terrain à 7,Ahuntsic-Cartierville,Sportif
1924,003-0404,1074-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1925,074-0006, ,Soccer / Football,Ahuntsic-Cartierville,Sportif
1926,003-0017,2808-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
1927,003-0504,2857-000,Aire de jeu 18 mois à 5 ans,Saint-Léonard,Aire de jeu - enfant
1928,004-0038,0307-000,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
1929,042-0124,0057-000,Jeux d'eau,Mercier-Hochelaga-Maisonneuve,Récréatif
1930,004-0246,0173-000,Aire de jeu  5 à 12 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
1931,028-0005,0414-000,Croquet,Ahuntsic-Cartierville,Récréatif
1932,095-0052,2454-000,Pétanque,LaSalle,Loisirs et détente
1933,056-0005,0950-000,Piste cyclable,Villeray-Saint-Michel-Parc-Extension,Plein air
1934,053-0011,0025-000,Patinoire sans bandes,Ahuntsic-Cartierville,Récréatif
1935,022-0003,0109-000,Boisé,Mercier-Hochelaga-Maisonneuve,Plein air
1936,073-0084,0971-000,Soccer à 11,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1937,003-0407,0966-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1938,073-0041,2715-000,Soccer à 11,Pierrefonds-Roxboro,Sportif
1939,074-0029,2861-000,Soccer / Football,Saint-Léonard,Sportif
1940,018-0105,0970-000,Basketball,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1941,003-0178,2607-000,Aire de jeu 18 mois à 5 ans,Outremont,Aire de jeu - enfant
1942,042-0131,1266-000,Jeux d'eau,Mercier-Hochelaga-Maisonneuve,Récréatif
1943,004-0341,0689-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1944,004-0286,2453-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
1945,067-0001,3814-000,Scène,Saint-Laurent,Loisirs et détente
1946,048-0006,0091-000,Palet,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1947,054-0008,0187-000,Ping-pong,Rosemont-La Petite-Patrie,Loisirs et détente
1948,076-0087,2464-000,Soccer à 7,LaSalle,Sportif
1949,003-0224,2704-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1950,004-0273,2934-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
1951,001-0006,3815-000,Arbri soleil,Saint-Laurent,Plein air
1952,072-0021,2893-000,Anneau / Rond de glace,Verdun,Loisirs et détente
1953,074-0019,1807-004,Soccer / Football,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1954,004-0437,2010-000,Aire de jeu  5 à 12 ans,Anjou,Aire de jeu - enfant
1955,055-0030,2730-023,Piscine extérieure,Pierrefonds-Roxboro,Récréatif
1956,042-0016,0046-000,Jeux d'eau,Le Plateau-Mont-Royal,Récréatif
1957,056-0012,9503-000,Piste cyclable,Pierrefonds-Roxboro,Plein air
1958,001-0020,0057-000,Arbri soleil,Mercier-Hochelaga-Maisonneuve,Plein air
1959,004-0324,0256-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
1960,076-0099,4107-003,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1961,058-0022,2861-000,Piste d'athlétisme (400m) et équipements,Saint-Léonard,Sportif
1962,003-0226,2675-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1963,032-0002,0023-000,Fer / Galet,Ahuntsic-Cartierville,Loisirs et détente
1964,003-0231,2682-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1965,016-0115,0917-000,Balle,Le Sud-Ouest,Sportif
1966,073-0044,2660-000,Soccer à 11,Pierrefonds-Roxboro,Sportif
1967,004-0408,0097-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
1968,052-0112,2565-000,Patinoire avec bandes,Montréal-Nord,Récréatif
1969,089-0044,1840-000,Volleyball de plage,Le Sud-Ouest,Récréatif
1970,089-0008,0224-000,Volleyball de plage,Le Plateau-Mont-Royal,Récréatif
1971,016-0083,2700-003,Balle,Pierrefonds-Roxboro,Sportif
1972,016-0080,2698-000,Balle,Pierrefonds-Roxboro,Sportif
1973,003-0463,0077-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
1974,004-0046,0340-000,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
1975,076-0046,1806-301,Soccer à 7,Ville-Marie,Sportif
1976,003-0108,2398-000,Aire de jeu 18 mois à 5 ans,Lachine,Aire de jeu - enfant
1977,054-0007,0197-000,Ping-pong,Rosemont-La Petite-Patrie,Loisirs et détente
1978,017-0002,1083-000,Balle au mur,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1979,009-0003,2803-000,Aire de pique-nique,Saint-Laurent,Plein air
1980,004-0006,2797-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
1981,004-0321,0345-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
1982,053-0003,0224-000,Patinoire sans bandes,Le Plateau-Mont-Royal,Récréatif
1983,004-0126,1133-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
1984,071-0026,2404-000,Sentier pédestre,Lachine,Plein air
1985,001-0004,2820-000,Arbri soleil,Saint-Laurent,Plein air
1986,073-0071,0875-000,Soccer à 11,Le Sud-Ouest,Sportif
1987,012-0012,0198-000,Aire d'entraînement pour adultes,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
1988,004-0023,2826-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
1989,075-0061, ,Soccer à 4-5,Montréal-Nord,Sportif
1990,002-0023,2893-000,Aire de glissade,Verdun,Loisirs et détente
1991,020-0012,9502-000,Belvédère,L'Île-Bizard-Sainte-Geneviève,Loisirs et détente
1992,072-0001,2818-000,Anneau / Rond de glace,Saint-Laurent,Loisirs et détente
1993,004-0340,0956-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1994,095-0033,0197-000,Pétanque,Rosemont-La Petite-Patrie,Loisirs et détente
1995,055-0016,2398-000,Piscine extérieure,Lachine,Récréatif
1996,050-0075,2561-000,Pataugeoire,Montréal-Nord,Récréatif
1997,003-0374,0311-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
1998,004-0280,2448-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
1999,070-0016,0401-000,Sentier de ski de fond,Villeray-Saint-Michel-Parc-Extension,Plein air
2000,058-0018, ,Piste d'athlétisme (400m) et équipements,Montréal-Nord,Sportif
2001,065-0012,1860-013,Patinoire 4 saisons,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
2002,089-0003,2807-000,Volleyball de plage,Saint-Laurent,Récréatif
2003,003-0377,0376-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
2004,003-0080,0425-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
2005,004-0291,2475-001,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
2006,028-0008,0186-000,Croquet,Mercier-Hochelaga-Maisonneuve,Récréatif
2007,004-0310,0348-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
2008,072-0004,2808-000,Anneau / Rond de glace,Saint-Laurent,Loisirs et détente
2009,071-0014,0034-000,Sentier pédestre,Ahuntsic-Cartierville,Plein air
2010,005-0040,2871-014,Aire de jeu combiné,Saint-Léonard,Aire de jeu - enfant
2011,012-0030, ,Aire d'entraînement pour adultes,Montréal-Nord,Loisirs et détente
2012,095-0098,2010-000,Pétanque,Anjou,Loisirs et détente
2013,095-0031,0220-000,Pétanque,Rosemont-La Petite-Patrie,Loisirs et détente
2014,035-0001,0341-000,Fort,Le Sud-Ouest,Loisirs et détente
2015,004-0016,2808-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
2016,071-0059,1225-000,Sentier pédestre,Mercier-Hochelaga-Maisonneuve,Plein air
2017,042-0077,2903-000,Jeux d'eau,Verdun,Récréatif
2018,003-0257,2350-000,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
2019,003-0177,2618-000,Aire de jeu 18 mois à 5 ans,Outremont,Aire de jeu - enfant
2020,012-0042,0424-000,Aire d'entraînement pour adultes,Ahuntsic-Cartierville,Loisirs et détente
2021,052-0061,0909-000,Patinoire avec bandes,Ville-Marie,Récréatif
2022,018-0036,1131-000,Basketball,Rosemont-La Petite-Patrie,Récréatif
2023,004-0082,0413-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
2024,021-0044,2556-000,Bocce,Montréal-Nord,Loisirs et détente
2025,003-0201,2651-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2026,002-0009,0018-000,Aire de glissade,Ahuntsic-Cartierville,Loisirs et détente
2027,010-0002,0018-000,Aire de planche à roulette,Ahuntsic-Cartierville,Récréatif
2028,071-0058,0121-000,Sentier pédestre,Mercier-Hochelaga-Maisonneuve,Plein air
2029,075-0052,0157-000,Soccer à 4-5,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
2030,003-0366,0349-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
2031,003-0274,0149-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
2032,076-0130,0492-000,Soccer à 7,Mercier-Hochelaga-Maisonneuve,Sportif
